کے	440
میں	412
کی	334
اور	280
سے	248
ہے	154
کا	139
کو	139
نے	137
پر	115
اس	115
ان	103
ایک	88
تھا	72
تھے	71
کیا	66
کہ	64
ہیں	63
وہ	62
کر	61
ریاست	53
یہ	51
بھی	49
گیا	49
تھی	46
جو	44
بعد	44
بھارت	41
خان	40
ہو	39
لیے	34
تک	33
دیا	32
طور	30
اپنے	28
و	27
ہوئی	26
نہیں	26
حاصل	26
افغانستان	25
کالج	25
محمد	24
ساتھ	24
گئے	24
نام	24
جس	23
ہوئے	23
رہے	23
انہوں	23
ہوا	23
گئی	22
اپنی	22
بہت	22
کرنے	21
ایم	21
جھیل	21
نہ	20
زیادہ	20
اللہ	19
اردو	19
ہی	19
داؤد	19
پانی	19
جب	18
نواب	18
شامل	18
سب	17
رہا	17
یا	17
جاتا	17
بھارتی	16
پہلے	16
سنہ	16
بھوٹان	16
جیسپر	16
تو	15
جن	15
لیکن	15
ملک	14
والے	14
حکومت	14
تعمیر	14
تھیں	14
کہا	14
جنگ	14
لے	14
بقاء	14
دور	13
وقت	13
دی	13
انہیں	13
جج	13
موجود	13
مت	13
علی	12
کام	12
جنوبی	12
طالبات	12
قائم	12
دو	12
سال	12
کوئی	12
شاہ	12
جانب	12
پالنپور	12
ہندو	12
دونوں	11
ہونے	11
بنا	11
کلومیٹر	11
کچھ	11
شہر	11
پونڈیچری	11
فناء	11
درجہ	11
بن	10
آباد	10
آنندمئی	10
ماں	10
ہندوستان	10
اسکول	10
قدیم	10
حیثیت	10
جنوری	10
اے	10
سر	10
ہائی	10
کوروائی	10
لیا	10
پھر	10
ایچ	10
قسیم	10
ہندومت	10
رامدیو	10
رام	9
کرتے	9
کئی	9
مدد	9
بڑا	9
والا	9
اگست	9
وجہ	9
پور	9
شروع	9
جاتی	9
وفات	9
یہاں	9
صدی	9
زیر	9
بسوڈا	9
میئر	9
انا	9
پیر	9
چین	9
دہلی	9
آجیویک	9
احمد	8
سید	8
شائع	8
عنوان	8
اہم	8
بڑی	8
تعلقات	8
ایشیا	8
پاکستان	8
اپریل	8
ذریعے	8
والی	8
نرملا	8
شوہر	8
واقع	8
جولائی	8
پیدا	8
یونیورسٹی	8
افراد	8
پہلی	8
ترقی	8
مقرر	8
مرہٹوں	8
پاس	8
روپے	8
تعلیم	8
زیب	8
قبل	8
دیو	8
استعمال	8
بدھ	8
چینی	8
کسی	8
ساگر	8
ء	8
اتھابسکا	8
چشتی	7
وہاں	7
دنیا	7
تسلیم	7
طرف	7
سطح	7
بلین	7
کیے	7
موجودہ	7
مشہور	7
موت	7
جہاں	7
جی	7
یعنی	7
کردار	7
برکت	7
ستمبر	7
تحریک	7
حصہ	7
بیٹے	7
فروری	7
بی	7
کورٹ	7
سلطنت	7
انگریزوں	7
حکمران	7
لقب	7
عمل	7
سی	7
شہنشاہ	7
اورنگ	7
اکبر	7
ہوتا	7
تعداد	7
شمال	7
جا	7
ساوین	7
انٹر	7
مشتمل	6
حیات	6
خدمات	6
واپس	6
ہوئیں	6
انجام	6
دے	6
بار	6
ہندوستانی	6
پیدائش	6
والد	6
تعلق	6
پانچ	6
ہوتی	6
کرنا	6
رہنے	6
جانے	6
پارٹی	6
دسمبر	6
اعظم	6
ممالک	6
تین	6
بیوی	6
محفوظ	6
عدالت	6
لوگوں	6
عہد	6
مقام	6
دلیر	6
بنیاد	6
کل	6
آخری	6
جون	6
مکمل	6
اب	6
اکتوبر	6
باقی	6
بیٹا	6
اسی	6
طرح	6
عیسوی	6
بہار	6
آبراہ	6
جانا	6
اسے	6
کوزہ	6
اجازت	6
اصطلاح	6
جبکہ	6
صفات	6
علم	6
الگ	6
نسیم	6
چنگیزی	6
پرانی	6
سنگھ	6
قادری	5
فکر	5
فن	5
شمس	5
امریکا	5
خصوصی	5
زبان	5
حوالے	5
صرف	5
بے	5
امداد	5
ایجنسی	5
قریبی	5
بیان	5
ڈالر	5
کابل	5
ضلع	5
رکھنے	5
گئیں	5
شادی	5
تر	5
ملی	5
عرصے	5
دوران	5
شمالی	5
انقلابی	5
بھوپال	5
آزادی	5
سکے	5
وزیر	5
صدر	5
دیگر	5
ڈپٹی	5
دریا	5
تخت	5
رکھی	5
مطابق	5
آبادی	5
خاندان	5
برطانوی	5
نومبر	5
متعلق	5
گاندھی	5
دلرس	5
مغل	5
اولاد	5
مرزا	5
گڑھ	5
حکمرانوں	5
کرتا	5
اسمبلی	5
عالم	5
کہتے	5
میل	5
لوگ	5
فوج	5
درمیان	5
انھوں	5
آپ	5
خادم	5
مسافر	5
اجازۃ	5
طاقتوں	5
سماج	5
کرپلانی	5
گرلس	5
بھگت	5
کینیڈا	5
پارک	5
لئے	5
ادب	4
نامی	4
م	4
ق	4
نگاری	4
تنقید	4
اعزاز	4
آف	4
دوست	4
چکا	4
دار	4
دینے	4
غیر	4
افغان	4
داخلہ	4
حملہ	4
بنگال	4
شیو	4
بین	4
حالت	4
دیوی	4
گاؤں	4
وشنو	4
مگر	4
بیٹی	4
تحت	4
شخص	4
جنہوں	4
آشرم	4
علاقے	4
سمادھی	4
تا	4
جاتے	4
آزاد	4
سراج	4
صوبائی	4
حق	4
ملاقات	4
پروفیسر	4
اسلام	4
ایس	4
ایل	4
ڈگری	4
قانون	4
خلاف	4
گجرات	4
پایہ	4
رقبہ	4
محیط	4
ابتدا	4
نگین	4
عزت	4
بڑے	4
رکھا	4
دیے	4
