और	413
से	312
के	246
ने	239
में	212
उस	209
है	209
कि	201
को	170
वह	151
कहा	139
की	135
तो	126
न	110
पर	99
उन	97
जो	95
का	92
तुम	88
हो	82
मैं	81
अपने	73
भी	70
जब	70
उसे	68
था	66
यह	66
नहीं	66
वे	65
एक	64
परन्तु	64
हैं	54
हे	53
हूं	53
सब	51
परमेश्वर	51
तब	46
कर	46
ही	46
क्योंकि	43
क्या	41
दिया	39
उसके	39
पास	38
तू	38
मनुष्य	36
यीशु	36
जिस	35
किया	35
थे	34
कोई	34
इस	32
दिन	32
फिर	31
रहा	31
किसी	31
गया	30
साथ	30
लिये	29
आकर	28
हम	28
राज्य	28
घर	27
करने	27
मेरे	27
ले	27
लोगों	26
कहता	26
उन्होंने	25
दे	25
उन्हें	25
यदि	25
पीछे	24
स्वामी	23
बहुत	23
उसका	23
लोग	23
पिता	23
करता	22
लगा	22
जाएगा	22
हुए	21
लगे	21
मुझे	21
तुम्हें	21
पुत्र	21
अपनी	20
कुछ	20
बातें	20
तुम्हारे	20
प्रभु	20
हुआ	19
या	19
किस	18
तुझे	18
उत्तर	18
दो	18
ऐसा	18
तक	18
तेरे	17
चेलों	17
जानता	17
इसलिये	17
दास	17
होकर	16
यहां	16
देखो	16
प्रार्थना	16
करो	16
नाम	15
पतरस	15
ओर	15
बात	15
होगा	15
करना	15
ये	15
कहने	14
जाकर	14
इन	14
निकट	14
पूछा	13
तेरा	13
सो	13
जा	13
करके	13
करते	13
भोजन	13
स्वर्ग	13
करे	13
पहिले	13
समय	13
कौन	12
बिनती	12
बड़ा	12
आया	12
भीड़	12
साम्हने	11
नगर	11
रहे	11
हाथ	11
लिया	11
जाए	11
देख	11
आकाश	11
हाय	11
धन्य	11
जाता	11
जाते	10
देता	10
वहां	10
देखकर	10
थी	10
गई	10
अधिकार	10
रहो	10
जी	10
विषय	10
कहते	10
आप	10
आ	10
होने	10
मन	10
संपत्ति	10
गए	9
दिनों	9
देखा	9
कह	9
दी	9
भेजा	9
करेगा	9
अब	9
बड़ी	9
नाईं	9
क्यों	9
होता	9
उठकर	8
वरन	8
जाने	8
अच्छा	8
स्त्री	8
तुरन्त	8
तुझ	8
सामर्थ	8
यूहन्ना	8
रोटी	8
सकता	8
खड़े	8
मेरा	8
दूसरे	8
जानते	8
शैतान	8
